CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Special Topics in Chemical Engineering,CHE,6561,Chemistry for Engineering Soft Functional Matls,Special Topics in Chemical EngineeringCHE6561Chemistry for Engineering Soft Functional Matls
Chemical Reaction Engineering,CHE,6618,,Chemical Reaction EngineeringCHE6618
Mass Transfer,CHE,6630,,Mass TransferCHE6630
Graduate Seminar,CHE,7796,,Graduate SeminarCHE7796
Supervised Project Research,CHE,7995,,Supervised Project ResearchCHE7995
Graduate Teaching Instruction,CHE,8897,,Graduate Teaching InstructionCHE8897
Master's Research,CHE,8998,,Master's ResearchCHE8998
Graduate Teaching Instruction,CHE,9897,,Graduate Teaching InstructionCHE9897
Dissertation Research,CHE,9999,,Dissertation ResearchCHE9999
Foundations of Chemical Principles,CHEM,1400,,Foundations of Chemical PrinciplesCHEM1400
Introductory College Chemistry II,CHEM,1420,,Introductory College Chemistry IICHEM1420
Introductory College Chemistry II Laboratory,CHEM,1421,,Introductory College Chemistry II LaboratoryCHEM1421
Chemistry for Health Sciences,CHEM,1500,,Chemistry for Health SciencesCHEM1500
Introductory Chemistry II for Engineers,CHEM,1620,,Introductory Chemistry II for EngineersCHEM1620
Introductory Chemistry II for Engineers Laboratory,CHEM,1621,,Introductory Chemistry II for Engineers LaboratoryCHEM1621
Principles of Organic Chemistry (Accelerated),CHEM,1820,,Principles of Organic Chemistry (Accelerated)CHEM1820
Principles of Organic Chemistry Laboratory (Accelerated),CHEM,1821,,Principles of Organic Chemistry Laboratory (Accelerated)CHEM1821
Organic Chem Lab II for Non-Chemistry Majors/Minors,CHEM,2321,,Organic Chem Lab II for Non-Chemistry Majors/MinorsCHEM2321
Organic Chemistry II,CHEM,2420,,Organic Chemistry IICHEM2420
Organic Chemistry II Laboratory,CHEM,2421,,Organic Chemistry II LaboratoryCHEM2421
Principles of Chemical Thermodynamics and Kinetics (Accelerated),CHEM,2820,,Principles of Chemical Thermodynamics and Kinetics (Accelerated)CHEM2820
Physical Chemistry - Thermodynamics,CHEM,3420,,Physical Chemistry - ThermodynamicsCHEM3420
Physical Chemistry Laboratory II,CHEM,3821,,Physical Chemistry Laboratory IICHEM3821
Undergraduate Research I,CHEM,3951,,Undergraduate Research ICHEM3951
Undergraduate Research II,CHEM,3961,,Undergraduate Research IICHEM3961
Independent Study,CHEM,3993,,Independent StudyCHEM3993
Biological Chemistry II,CHEM,4420,,Biological Chemistry IICHEM4420
Biological Chemistry Laboratory II,CHEM,4421,,Biological Chemistry Laboratory IICHEM4421
New Course in Chemistry,CHEM,4559,,New Course in ChemistryCHEM4559
Undergraduate Research III,CHEM,4951,,Undergraduate Research IIICHEM4951
Undergraduate Research IV,CHEM,4961,,Undergraduate Research IVCHEM4961
Distinguished Majors Thesis Research,CHEM,4971,,Distinguished Majors Thesis ResearchCHEM4971
Organic Chemistry IV: Synthesis,CHEM,5120,,Organic Chemistry IV: SynthesisCHEM5120
Instrumental Theory and Techniques in Organic Chemistry,CHEM,5180,,Instrumental Theory and Techniques in Organic ChemistryCHEM5180
Reaction Kinetics and Dynamics,CHEM,5224,,Reaction Kinetics and DynamicsCHEM5224
Molecular Spectroscopy,CHEM,5250,,Molecular SpectroscopyCHEM5250
Structural Inorganic Chemistry: Characterization and Spectroscopy,CHEM,5330,,Structural Inorganic Chemistry: Characterization and SpectroscopyCHEM5330
"Nanomaterials: Synthesis, Properties, and Applications",CHEM,5340,,"Nanomaterials: Synthesis, Properties, and ApplicationsCHEM5340"
Determination of Molecular Structure by Diffraction Methods,CHEM,5380,,Determination of Molecular Structure by Diffraction MethodsCHEM5380
Advanced Biological Chemistry II: Macromolecular Structure and Function,CHEM,5420,,Advanced Biological Chemistry II: Macromolecular Structure and FunctionCHEM5420
Nanoscale Imaging of Complex Systems in Chemistry and Biology,CHEM,5430,,Nanoscale Imaging of Complex Systems in Chemistry and BiologyCHEM5430
Methods in Bioanalytical Chemistry,CHEM,5720,,Methods in Bioanalytical ChemistryCHEM5720
"Research Seminar II: Research, Innovation, Entrepreneurship, and Ethics",CHEM,7020,,"Research Seminar II: Research, Innovation, Entrepreneurship, and EthicsCHEM7020"
Communicating Research to Diverse Audiences,CHEM,7021,,Communicating Research to Diverse AudiencesCHEM7021
Masters Research,CHEM,8999,,Masters ResearchCHEM8999
Research in Synthetic Organic Chemistry,CHEM,9130,,Research in Synthetic Organic ChemistryCHEM9130
Research in High Resolution Molecular Spectroscopy,CHEM,9210,,Research in High Resolution Molecular SpectroscopyCHEM9210
Research in Computational Chemistry,CHEM,9220,,Research in Computational ChemistryCHEM9220
Research in Statistical Mechanics of Condensed Phases,CHEM,9230,,Research in Statistical Mechanics of Condensed PhasesCHEM9230
Research in Molecular Spectroscopy and Dynamics,CHEM,9240,,Research in Molecular Spectroscopy and DynamicsCHEM9240
Research in Theoretical Astrochemistry,CHEM,9250,,Research in Theoretical AstrochemistryCHEM9250
Research in Chemistry in Interstellar and Star-Forming Regions,CHEM,9260,,Research in Chemistry in Interstellar and Star-Forming RegionsCHEM9260
Research in Physical Chemistry of Surfaces,CHEM,9270,,Research in Physical Chemistry of SurfacesCHEM9270
Research in Astrochemistry During Planet Formation,CHEM,9280,,Research in Astrochemistry During Planet FormationCHEM9280
Research in Inorganic and Organometallic Reactions,CHEM,9310,,Research in Inorganic and Organometallic ReactionsCHEM9310
Research in Synthetic and Mechanistic Organometallic Chemistry,CHEM,9320,,Research in Synthetic and Mechanistic Organometallic ChemistryCHEM9320
Research in Redox-Driven Inorganic Mechanisms,CHEM,9330,,Research in Redox-Driven Inorganic MechanismsCHEM9330
Research in Synthesis and Functionalization of Nanostructured Materials,CHEM,9340,,Research in Synthesis and Functionalization of Nanostructured MaterialsCHEM9340
Research in Materials Chemistry,CHEM,9350,,Research in Materials ChemistryCHEM9350
Research in Medicinal Chemistry,CHEM,9360,,Research in Medicinal ChemistryCHEM9360
Research in Main-Group and Organometallic Synthesis,CHEM,9370,,Research in Main-Group and Organometallic SynthesisCHEM9370
Research in Membrane Biochemistry,CHEM,9410,,Research in Membrane BiochemistryCHEM9410
Research in Chemical and Structural Biology,CHEM,9420,,Research in Chemical and Structural BiologyCHEM9420
Research in Chemical Biology,CHEM,9430,,Research in Chemical BiologyCHEM9430
Research in Chemical Biology and Cell Signaling,CHEM,9440,,Research in Chemical Biology and Cell SignalingCHEM9440
Research in Spectroscopy and Biophysics of Membrane Proteins,CHEM,9450,,Research in Spectroscopy and Biophysics of Membrane ProteinsCHEM9450
Research in Chemical Microbiology & Immunotherapy,CHEM,9460,,Research in Chemical Microbiology & ImmunotherapyCHEM9460
Research in Molecular Imaging and Interrogation of Biological Systems,CHEM,9470,,Research in Molecular Imaging and Interrogation of Biological SystemsCHEM9470
Research in Mass Spectrometry,CHEM,9710,,Research in Mass SpectrometryCHEM9710
Research in Microfluidic and Chemical Analysis of Biological Systems,CHEM,9720,,Research in Microfluidic and Chemical Analysis of Biological SystemsCHEM9720
Research in Bioanalytical Studies,CHEM,9730,,Research in Bioanalytical StudiesCHEM9730
Research in Single-Molecule Imaging,CHEM,9740,,Research in Single-Molecule ImagingCHEM9740
Research in Analytical Chemistry of Biological Systems,CHEM,9750,,Research in Analytical Chemistry of Biological SystemsCHEM9750
Research in Bioanalytical Microsystems,CHEM,9760,,Research in Bioanalytical MicrosystemsCHEM9760
Research in Chemical Education,CHEM,9810,,Research in Chemical EducationCHEM9810
Doctoral Research,CHEM,9999,,Doctoral ResearchCHEM9999
Elementary Chinese,CHIN,1010,,Elementary ChineseCHIN1010
Elementary Chinese,CHIN,1020,,Elementary ChineseCHIN1020
Intermediate Chinese,CHIN,2010,,Intermediate ChineseCHIN2010
Intermediate Chinese,CHIN,2020,,Intermediate ChineseCHIN2020
Accelerated Intermediate Chinese,CHIN,2060,,Accelerated Intermediate ChineseCHIN2060
Pre-Advanced Chinese I,CHIN,3010,,Pre-Advanced Chinese ICHIN3010
Pre-Advanced Chinese II,CHIN,3020,,Pre-Advanced Chinese IICHIN3020
Language House Conversation,CHIN,3025,,Language House ConversationCHIN3025
Advanced Chinese II,CHIN,4020,,Advanced Chinese IICHIN4020
Business Chinese,CHIN,4030,,Business ChineseCHIN4030
Independent Study in Chinese,CHIN,4993,,Independent Study in ChineseCHIN4993
Survey of Traditional Chinese Literature,CHTR,3010,,Survey of Traditional Chinese LiteratureCHTR3010
Survey of Modern Chinese Literature,CHTR,3020,,Survey of Modern Chinese LiteratureCHTR3020
Chinese Capstone,CHTR,4991,,Chinese CapstoneCHTR4991
Survey of Traditional Chinese Literature,CHTR,5010,,Survey of Traditional Chinese LiteratureCHTR5010
Survey of Modern Chinese Literature,CHTR,5020,,Survey of Modern Chinese LiteratureCHTR5020
Roman Civilization,CLAS,2020,,Roman CivilizationCLAS2020
Greek Mythology,CLAS,2040,,Greek MythologyCLAS2040
New Course in Classics,CLAS,2559,Laughter & Humor in Ancient Greece and Rome,New Course in ClassicsCLAS2559Laughter & Humor in Ancient Greece and Rome
Introduction to Indo-european Linguistics,CLAS,3300,,Introduction to Indo-european LinguisticsCLAS3300
New Course in Classics,CLAS,3559,Rituals & Magic in Ancient Greece,New Course in ClassicsCLAS3559Rituals & Magic in Ancient Greece
Introduction to Indo-European Linguistics,CLAS,5300,,Introduction to Indo-European LinguisticsCLAS5300
Dissertation Seminar,CLAS,9995,,Dissertation SeminarCLAS9995
Cognitive Science Research,COGS,3960,,Cognitive Science ResearchCOGS3960
Distinguished Major Thesis,COGS,4980,,Distinguished Major ThesisCOGS4980
Foundations of Commerce,COMM,1800,,Foundations of CommerceCOMM1800
Introduction to Financial Accounting,COMM,2010,,Introduction to Financial AccountingCOMM2010
Introduction to Management Accounting,COMM,2020,,Introduction to Management AccountingCOMM2020
Leadership Across the Disciplines,COMM,2600,,Leadership Across the DisciplinesCOMM2600
Personal Finance,COMM,2730,,Personal FinanceCOMM2730
Strategic Value Creation,COMM,3040,,Strategic Value CreationCOMM3040
Managerial Decision Making,COMM,3050,,Managerial Decision MakingCOMM3050
Intermediate Accounting II,COMM,3120,,Intermediate Accounting IICOMM3120
Project and Product Management,COMM,3200,,Project and Product ManagementCOMM3200
Database Management Systems and Business Intelligence,COMM,3220,,Database Management Systems and Business IntelligenceCOMM3220
Managing Innovation,COMM,3230,,Managing InnovationCOMM3230
Marketing Research Techniques,COMM,3330,,Marketing Research TechniquesCOMM3330
Commercial Law I,COMM,3410,,Commercial Law ICOMM3410
Commercial Law II,COMM,3420,,Commercial Law IICOMM3420
New Course in Commerce,COMM,3559,Markets and Investing,New Course in CommerceCOMM3559Markets and Investing
Intermediate Corporate Finance,COMM,3720,,Intermediate Corporate FinanceCOMM3720
Quantitative Finance,COMM,3721,,Quantitative FinanceCOMM3721
Venture Capital & Emerging Firms,COMM,3790,,Venture Capital & Emerging FirmsCOMM3790
Business Ethics,COMM,3810,,Business EthicsCOMM3810
Foundations of International Business,COMM,3845,,Foundations of International BusinessCOMM3845
Introductory Auditing,COMM,4150,,Introductory AuditingCOMM4150
Information Technology in Finance,COMM,4230,,Information Technology in FinanceCOMM4230
Digital Innovation,COMM,4250,,Digital InnovationCOMM4250
Business Analytics,COMM,4260,,Business AnalyticsCOMM4260
Big Data,COMM,4261,,Big DataCOMM4261
Global Marketing,COMM,4310,,Global MarketingCOMM4310
Negotiating for Value,COMM,4330,,Negotiating for ValueCOMM4330
Customer Analytics & Brand Strategy,COMM,4350,,Customer Analytics & Brand StrategyCOMM4350
Social Media Marketing Strategy & Analytics,COMM,4370,,Social Media Marketing Strategy & AnalyticsCOMM4370
Integrated Marketing Communications Campaigns,COMM,4372,,Integrated Marketing Communications CampaignsCOMM4372
Integrated Marketing Communications Campaigns - Media Lab,COMM,4374,,Integrated Marketing Communications Campaigns - Media LabCOMM4374
Developing and Managing Innovative New Products,COMM,4381,,Developing and Managing Innovative New ProductsCOMM4381
Global Commerce Immersion: Topics in Information Technology,COMM,4529,GCI: Tech Innovation & Entrepreneurship in Israel,Global Commerce Immersion: Topics in Information TechnologyCOMM4529GCI: Tech Innovation & Entrepreneurship in Israel
Topics in Marketing,COMM,4535,The Business of Media,Topics in MarketingCOMM4535The Business of Media
New Course in Commerce,COMM,4559,Persuasion and Influence,New Course in CommerceCOMM4559Persuasion and Influence
New Course in Commerce,COMM,4559,Corporate Resilience & Sustainability in Changing,New Course in CommerceCOMM4559Corporate Resilience & Sustainability in Changing
New Course in Commerce,COMM,4559,Text Analytics,New Course in CommerceCOMM4559Text Analytics
New Course in Commerce,COMM,4559,Business Analytics with Python,New Course in CommerceCOMM4559Business Analytics with Python
New Course in Commerce,COMM,4559,Doing Business in China,New Course in CommerceCOMM4559Doing Business in China
New Course in Commerce,COMM,4559,Global Digital Divide:BigTech in a MultipolarWorld,New Course in CommerceCOMM4559Global Digital Divide:BigTech in a MultipolarWorld
New Course in Commerce,COMM,4559,Adv. Investments: Asset Mgmt in the Global Economy,New Course in CommerceCOMM4559Adv. Investments: Asset Mgmt in the Global Economy
New Course in Commerce,COMM,4559,GCI: Social Innovation in Nepal: Pre-Departure,New Course in CommerceCOMM4559GCI: Social Innovation in Nepal: Pre-Departure
New Course in Commerce,COMM,4559,Global Impact Investing,New Course in CommerceCOMM4559Global Impact Investing
Strategic Leadership,COMM,4620,,Strategic LeadershipCOMM4620
"Measure, Manage, & Motivate",COMM,4621,,"Measure, Manage, & MotivateCOMM4621"
Public Speaking & Persuasion,COMM,4641,,Public Speaking & PersuasionCOMM4641
Advanced Business Speaking,COMM,4643,,Advanced Business SpeakingCOMM4643
Management Consulting and Advisory Services,COMM,4660,,Management Consulting and Advisory ServicesCOMM4660
Entrepreneurship,COMM,4680,,EntrepreneurshipCOMM4680
Entrepreneurship Track Capstone,COMM,4681,,Entrepreneurship Track CapstoneCOMM4681
Global Management,COMM,4690,,Global ManagementCOMM4690
Global Macro Investing,COMM,4703,,Global Macro InvestingCOMM4703
Intermediate Investments,COMM,4710,,Intermediate InvestmentsCOMM4710
Advanced Corporate Finance: Valuation and Restructuring,COMM,4720,,Advanced Corporate Finance: Valuation and RestructuringCOMM4720
Advanced Investments: Principles of Securities Trading,COMM,4731,,Advanced Investments: Principles of Securities TradingCOMM4731
Advanced Investments: Quantitative Equity Portfolio Management,COMM,4732,,Advanced Investments: Quantitative Equity Portfolio ManagementCOMM4732
Private Equity,COMM,4760,,Private EquityCOMM4760
Quantitative Finance Seminar,COMM,4780,,Quantitative Finance SeminarCOMM4780
Real Estate Investment Analysis,COMM,4791,,Real Estate Investment AnalysisCOMM4791
Commercial Real Estate Seminar:Advanced Issues and Fieldwork,COMM,4792,,Commercial Real Estate Seminar:Advanced Issues and FieldworkCOMM4792
Managing Sustainable Development,COMM,4821,,Managing Sustainable DevelopmentCOMM4821
Invest in Sustainable Future,COMM,4822,,Invest in Sustainable FutureCOMM4822
Cultivating Wisdom and Well-Being for Personal & Professional Growth,COMM,4831,,Cultivating Wisdom and Well-Being for Personal & Professional GrowthCOMM4831
Global Commerce Scholar Thesis Development,COMM,4839,,Global Commerce Scholar Thesis DevelopmentCOMM4839
Global Commerce Scholar Thesis,COMM,4841,,Global Commerce Scholar ThesisCOMM4841
Independent Study in Commerce,COMM,4993,,Independent Study in CommerceCOMM4993
Financial Statement Analysis,COMM,5110,,Financial Statement AnalysisCOMM5110
Taxes & Business Strategy,COMM,5460,,Taxes & Business StrategyCOMM5460
Topics in Accounting,COMM,5510,Sustainability Reporting&Assurance-Western Europe,Topics in AccountingCOMM5510Sustainability Reporting&Assurance-Western Europe
New Course in Commerce,COMM,5559,Government and Nonprofit Accounting,New Course in CommerceCOMM5559Government and Nonprofit Accounting
New Course in Commerce,COMM,5559,"Democracy&Capitalism:Institutions,Markets&Crises","New Course in CommerceCOMM5559Democracy&Capitalism:Institutions,Markets&Crises"
Business Fundamentals,CONC,110,,Business FundamentalsCONC110
Sustainable Business,CONC,200,,Sustainable BusinessCONC200
Cybersecurity for Business Leaders,CONC,300,,Cybersecurity for Business LeadersCONC300
Business Essentials,CONC,400,,Business EssentialsCONC400
Industrial Applications,CPE,6890,,Industrial ApplicationsCPE6890
Independent Study,CPE,7993,,Independent StudyCPE7993
Graduate Teaching Instruction,CPE,8897,,Graduate Teaching InstructionCPE8897
"Non-Topical Research, Doctoral Dissertation",CPE,9999,,"Non-Topical Research, Doctoral DissertationCPE9999"
Elementary Creole II,CREO,1020,,Elementary Creole IICREO1020
Intermediate Creole II,CREO,2020,,Intermediate Creole IICREO2020
Introduction to Information Technology,CS,1010,,Introduction to Information TechnologyCS1010
Introduction to Programming,CS,1110,,Introduction to ProgrammingCS1110
Introduction to Programming,CS,1111,,Introduction to ProgrammingCS1111
Introduction to Programming,CS,1112,,Introduction to ProgrammingCS1112
Special Topics in Computer Science,CS,1501,Artificial General Intelligence,Special Topics in Computer ScienceCS1501Artificial General Intelligence
Special Topics in Computer Science,CS,1501,Metaprogramming,Special Topics in Computer ScienceCS1501Metaprogramming
Special Topics in Computer Science,CS,1501,Intro to Data Visualization,Special Topics in Computer ScienceCS1501Intro to Data Visualization
Special Topics in Computer Science,CS,1501,Digital Governance Lab,Special Topics in Computer ScienceCS1501Digital Governance Lab
Discrete Mathematics,CS,2102,,Discrete MathematicsCS2102
Software Development Methods,CS,2110,,Software Development MethodsCS2110
Program and Data Representation,CS,2150,,Program and Data RepresentationCS2150
Special Topics in Computer Science,CS,2501,Data Structures and Algorithms 2,Special Topics in Computer ScienceCS2501Data Structures and Algorithms 2
Special Topics in Computer Science,CS,2501,Computer Organization and Architecture 2,Special Topics in Computer ScienceCS2501Computer Organization and Architecture 2
Special Topics in Computer Science,CS,2501,Software Development Essentials,Special Topics in Computer ScienceCS2501Software Development Essentials
CS Education Practicum,CS,2910,,CS Education PracticumCS2910
Theory of Computation,CS,3102,,Theory of ComputationCS3102
HCI in Software Development,CS,3205,,HCI in Software DevelopmentCS3205
Advanced Software Development Techniques,CS,3240,,Advanced Software Development TechniquesCS3240
Computer Architecture,CS,3330,,Computer ArchitectureCS3330
Special Topics in Computer Science,CS,3501,Foundations of Data Analysis,Special Topics in Computer ScienceCS3501Foundations of Data Analysis
Special Topics in Computer Science,CS,3501,Embedded Computing & Robotics I,Special Topics in Computer ScienceCS3501Embedded Computing & Robotics I
Introduction to Cybersecurity,CS,3710,,Introduction to CybersecurityCS3710
Algorithms,CS,4102,,AlgorithmsCS4102
Internet Scale Applications,CS,4260,,Internet Scale ApplicationsCS4260
Operating Systems,CS,4414,,Operating SystemsCS4414
Computer Networks,CS,4457,,Computer NetworksCS4457
Special Topics in Computer Science,CS,4501,"Markets, Mechanisms, and Machines","Special Topics in Computer ScienceCS4501Markets, Mechanisms, and Machines"
Special Topics in Computer Science,CS,4501,Robotics for Software Engineers,Special Topics in Computer ScienceCS4501Robotics for Software Engineers
Special Topics in Computer Science,CS,4501,"Autonomous Vehicles: Perception,Planning & Control","Special Topics in Computer ScienceCS4501Autonomous Vehicles: Perception,Planning & Control"
Special Topics in Computer Science,CS,4501,Engineering Interactive Technologies,Special Topics in Computer ScienceCS4501Engineering Interactive Technologies
Special Topics in Computer Science,CS,4501,Statistical Learning and Graphical Models,Special Topics in Computer ScienceCS4501Statistical Learning and Graphical Models
Special Topics in Computer Science,CS,4501,Cyber Forensics: Automated Software Approaches,Special Topics in Computer ScienceCS4501Cyber Forensics: Automated Software Approaches
Defense Against the Dark Arts,CS,4630,,Defense Against the Dark ArtsCS4630
Programming Languages for Web Applications,CS,4640,,Programming Languages for Web ApplicationsCS4640
Artificial Intelligence,CS,4710,,Artificial IntelligenceCS4710
Mobile Application Development,CS,4720,,Mobile Application DevelopmentCS4720
Computer Game Design,CS,4730,,Computer Game DesignCS4730
Cloud Computing,CS,4740,,Cloud ComputingCS4740
Database Systems,CS,4750,,Database SystemsCS4750
Network Security,CS,4760,,Network SecurityCS4760
Machine Learning,CS,4774,,Machine LearningCS4774
Information Retrieval,CS,4780,,Information RetrievalCS4780
Capstone Practicum II,CS,4971,,Capstone Practicum IICS4971
Capstone Research,CS,4980,,Capstone ResearchCS4980
Independent Study,CS,4993,,Independent StudyCS4993
Distinguished BA Majors Research,CS,4998,,Distinguished BA Majors ResearchCS4998
Introduction to Cryptography,CS,6222,,Introduction to CryptographyCS6222
Machine Learning,CS,6316,,Machine LearningCS6316
Operating Systems,CS,6456,,Operating SystemsCS6456
Robots and Humans,CS,6465,,Robots and HumansCS6465
Special Topics in Computer Science,CS,6501,Software Analysis and Applications,Special Topics in Computer ScienceCS6501Software Analysis and Applications
Special Topics in Computer Science,CS,6501,"CPS: Formal Methods, Safety, and Security","Special Topics in Computer ScienceCS6501CPS: Formal Methods, Safety, and Security"
Special Topics in Computer Science,CS,6501,Deep Learning for Visual Recognition,Special Topics in Computer ScienceCS6501Deep Learning for Visual Recognition
Special Topics in Computer Science,CS,6501,Computer Networks,Special Topics in Computer ScienceCS6501Computer Networks
Special Topics in Computer Science,CS,6501,Graph Mining,Special Topics in Computer ScienceCS6501Graph Mining
Special Topics in Computer Science,CS,6501,Innovation in Public Interest,Special Topics in Computer ScienceCS6501Innovation in Public Interest
Special Topics in Computer Science,CS,6501,Information Retrieval,Special Topics in Computer ScienceCS6501Information Retrieval
Special Topics in Computer Science,CS,6501,Statistical Learning and Graphical Models,Special Topics in Computer ScienceCS6501Statistical Learning and Graphical Models
Special Topics in Computer Science,CS,6501,Engineering Interactive Technologies,Special Topics in Computer ScienceCS6501Engineering Interactive Technologies
Special Topics in Computer Science,CS,6501,Cyber Forensics: Automated Software Approaches,Special Topics in Computer ScienceCS6501Cyber Forensics: Automated Software Approaches
Compilers,CS,6620,,CompilersCS6620
Database Systems,CS,6750,,Database SystemsCS6750
Industrial Applications,CS,6890,,Industrial ApplicationsCS6890
Independent Study,CS,6993,,Independent StudyCS6993
Selected Topics in Computer Science,CS,7501,Innovating for Defense,Selected Topics in Computer ScienceCS7501Innovating for Defense
Independent Study,CS,7993,,Independent StudyCS7993
Supervised Project Research,CS,7995,,Supervised Project ResearchCS7995
Special Topics in Computer Science,CS,8501,Cyber Physical Systems and the Internet of Things,Special Topics in Computer ScienceCS8501Cyber Physical Systems and the Internet of Things
Graduate Teaching Instruction,CS,8897,,Graduate Teaching InstructionCS8897
Thesis,CS,8999,,ThesisCS8999
Graduate Teaching Instruction,CS,9897,,Graduate Teaching InstructionCS9897
Dissertation,CS,9999,,DissertationCS9999
New Course in Dance,DANC,1559,Dance Fundamentals,New Course in DanceDANC1559Dance Fundamentals
Ballet I,DANC,2210,,Ballet IDANC2210
Production Laboratory: Dance,DANC,2430,,Production Laboratory: DanceDANC2430
Modern/Contemporary II,DANC,3220,,Modern/Contemporary IIDANC3220
Dance Composition,DANC,3300,,Dance CompositionDANC3300
Dance and Culture,DANC,3400,,Dance and CultureDANC3400
Dance Repertory,DANC,3620,,Dance RepertoryDANC3620
Independent Study: Dance,DANC,4993,,Independent Study: DanceDANC4993
Practicum of the Graduate Certificate in Digital Humanities,DH,8000,,Practicum of the Graduate Certificate in Digital HumanitiesDH8000
DH Certificate Core Course: Introduction to Digital Humanities,DH,8991,,DH Certificate Core Course: Introduction to Digital HumanitiesDH8991
How Theatre Works,DRAM,1010,,How Theatre WorksDRAM1010
Speaking in Public,DRAM,1020,,Speaking in PublicDRAM1020
Art of the Creature,DRAM,1220,,Art of the CreatureDRAM1220
Acting I,DRAM,2020,,Acting IDRAM2020
Lighting Technology,DRAM,2110,,Lighting TechnologyDRAM2110
Production Laboratory: Lighting,DRAM,2130,,Production Laboratory: LightingDRAM2130
Scenic Technology,DRAM,2210,,Scenic TechnologyDRAM2210
Production Studio: Scenery,DRAM,2230,,Production Studio: SceneryDRAM2230
Production Lab: Run Crew,DRAM,2231,,Production Lab: Run CrewDRAM2231
Production Lab: Scene Painting,DRAM,2232,,Production Lab: Scene PaintingDRAM2232
Scene Painting,DRAM,2250,,Scene PaintingDRAM2250
Costume Technology,DRAM,2310,,Costume TechnologyDRAM2310
Production Laboratory: Costume and Makeup,DRAM,2330,,Production Laboratory: Costume and MakeupDRAM2330
Production Laboratory: Acting,DRAM,2430,,Production Laboratory: ActingDRAM2430
Sound Design,DRAM,2620,,Sound DesignDRAM2620
Production Lab: Digital Media,DRAM,2830,,Production Lab: Digital MediaDRAM2830
Design Studio Lab,DRAM,2840,,Design Studio LabDRAM2840
Making Theatre Histories,DRAM,3050,,Making Theatre HistoriesDRAM3050
African-American Theatre,DRAM,3070,,African-American TheatreDRAM3070
Script Analysis: Dramatic Structure and Theatrical Production,DRAM,3080,,Script Analysis: Dramatic Structure and Theatrical ProductionDRAM3080
Acting II,DRAM,3410,,Acting IIDRAM3410
Musical Theatre Performance,DRAM,3450,,Musical Theatre PerformanceDRAM3450
Directing I,DRAM,3651,,Directing IDRAM3651
Production Laboratory: Stage Management,DRAM,3653,,Production Laboratory: Stage ManagementDRAM3653
Video Design I,DRAM,3820,,Video Design IDRAM3820
Media Design Studio,DRAM,3825,,Media Design StudioDRAM3825
Acting III,DRAM,4410,,Acting IIIDRAM4410
Special Topics in Theatre,DRAM,4590,Producing Film,Special Topics in TheatreDRAM4590Producing Film
Special Topics in Theatre,DRAM,4590,The Black Monologues,Special Topics in TheatreDRAM4590The Black Monologues
Special Topics in Performance,DRAM,4593,,Special Topics in PerformanceDRAM4593
Special Topics in Directing,DRAM,4596,,Special Topics in DirectingDRAM4596
Special Topics in Directing,DRAM,4596,Special Topics in Directing: Film Workshop,Special Topics in DirectingDRAM4596Special Topics in Directing: Film Workshop
Special Topics in Design Technology,DRAM,4598,,Special Topics in Design TechnologyDRAM4598
Special Topics in Playwriting,DRAM,4599,Actor-Playwright Synergy,Special Topics in PlaywritingDRAM4599Actor-Playwright Synergy
Advanced Playwriting,DRAM,4730,,Advanced PlaywritingDRAM4730
Independent Study,DRAM,4993,,Independent StudyDRAM4993
Scene Painting,DRAM,7280,,Scene PaintingDRAM7280
Mentored Study in Sound Design,DRAM,7620,,Mentored Study in Sound DesignDRAM7620
Production Studio: Technical Direction,DRAM,7640,,Production Studio: Technical DirectionDRAM7640
Rigging,DRAM,8680,,RiggingDRAM8680
Independent Study,DRAM,8993,,Independent StudyDRAM8993
Thesis,DRAM,9060,,ThesisDRAM9060
Production Laboratory: Lighting,DRAM,9140,,Production Laboratory: LightingDRAM9140
Mentored Study: Lighting,DRAM,9190,,Mentored Study: LightingDRAM9190
Production Laboratory: Costume,DRAM,9340,,Production Laboratory: CostumeDRAM9340
Costume Technology: Crafts,DRAM,9370,,Costume Technology: CraftsDRAM9370
Mentored Study: Costume,DRAM,9390,,Mentored Study: CostumeDRAM9390
Special Topics,DRAM,9501,,Special TopicsDRAM9501
Mentored Study: Technical Direction,DRAM,9690,,Mentored Study: Technical DirectionDRAM9690
Practice of Data Science,DS,4001,,Practice of Data ScienceDS4001
Exploratory Text Analytics,DS,5001,,Exploratory Text AnalyticsDS5001
Distinguished Majors Senior Thesis II,EALC,4999,,Distinguished Majors Senior Thesis IIEALC4999
New Course in East Asian Studies,EAST,3559,Introduction to East Asian Cinema,New Course in East Asian StudiesEAST3559Introduction to East Asian Cinema
East Asian Studies Capstone,EAST,4991,,East Asian Studies CapstoneEAST4991
Distinguished Majors Senior Thesis,EAST,4999,,Distinguished Majors Senior ThesisEAST4999
Historical China and the World,EAST,5162,,Historical China and the WorldEAST5162
New Course in East Asian Studies,EAST,5559,,New Course in East Asian StudiesEAST5559
"Art, Death, and Ritual: Mysteries of Ancient China",EAST,5864,,"Art, Death, and Ritual: Mysteries of Ancient ChinaEAST5864"
Non-Topical Research,EAST,8999,,Non-Topical ResearchEAST8999
